Time,Price,L0_Session,L1_Bias,L2_Zone,L3_Liq,L4_mBOS,L5_Disp,Final_Action,Reason
2026-02-04 02:45:00,4938.14,FAIL,SKIP,SKIP,SKIP,SKIP,SKIP,NO_TRADE,SessionFilterLayer: Outside trading session (UTC 23)
2026-02-04 02:50:00,4938.59,FAIL,SKIP,SKIP,SKIP,SKIP,SKIP,NO_TRADE,SessionFilterLayer: Outside trading session (UTC 23)
2026-02-04 02:55:00,4944.35,FAIL,SKIP,SKIP,SKIP,SKIP,SKIP,NO_TRADE,SessionFilterLayer: Outside trading session (UTC 23)
2026-02-04 03:00:00,4950.84,FAIL,SKIP,SKIP,SKIP,SKIP,SKIP,NO_TRADE,SessionFilterLayer: Outside trading session (UTC 0)
2026-02-04 03:05:00,4948.48,FAIL,SKIP,SKIP,SKIP,SKIP,SKIP,NO_TRADE,SessionFilterLayer: Outside trading session (UTC 0)
2026-02-04 03:10:00,4958.08,FAIL,SKIP,SKIP,SKIP,SKIP,SKIP,NO_TRADE,SessionFilterLayer: Outside trading session (UTC 0)
2026-02-04 03:15:00,4945.02,FAIL,SKIP,SKIP,SKIP,SKIP,SKIP,NO_TRADE,SessionFilterLayer: Outside trading session (UTC 0)
2026-02-04 03:20:00,4952.22,FAIL,SKIP,SKIP,SKIP,SKIP,SKIP,NO_TRADE,SessionFilterLayer: Outside trading session (UTC 0)
2026-02-04 03:25:00,4950.95,FAIL,SKIP,SKIP,SKIP,SKIP,SKIP,NO_TRADE,SessionFilterLayer: Outside trading session (UTC 0)
2026-02-04 03:30:00,4952.33,FAIL,SKIP,SKIP,SKIP,SKIP,SKIP,NO_TRADE,SessionFilterLayer: Outside trading session (UTC 0)
2026-02-04 03:35:00,4945.13,FAIL,SKIP,SKIP,SKIP,SKIP,SKIP,NO_TRADE,SessionFilterLayer: Outside trading session (UTC 0)
2026-02-04 03:40:00,4940.33,FAIL,SKIP,SKIP,SKIP,SKIP,SKIP,NO_TRADE,SessionFilterLayer: Outside trading session (UTC 0)
2026-02-04 03:45:00,4939.57,FAIL,SKIP,SKIP,SKIP,SKIP,SKIP,NO_TRADE,SessionFilterLayer: Outside trading session (UTC 0)
2026-02-04 03:50:00,4943.89,FAIL,SKIP,SKIP,SKIP,SKIP,SKIP,NO_TRADE,SessionFilterLayer: Outside trading session (UTC 0)
2026-02-04 03:55:00,4946.60,FAIL,SKIP,SKIP,SKIP,SKIP,SKIP,NO_TRADE,SessionFilterLayer: Outside trading session (UTC 0)
2026-02-04 05:00:00,4958.63,FAIL,SKIP,SKIP,SKIP,SKIP,SKIP,NO_TRADE,SessionFilterLayer: Outside trading session (UTC 2)
2026-02-04 05:05:00,4926.71,FAIL,SKIP,SKIP,SKIP,SKIP,SKIP,NO_TRADE,SessionFilterLayer: Outside trading session (UTC 2)
2026-02-04 05:10:00,4932.69,FAIL,SKIP,SKIP,SKIP,SKIP,SKIP,NO_TRADE,SessionFilterLayer: Outside trading session (UTC 2)
2026-02-04 05:15:00,4934.78,FAIL,SKIP,SKIP,SKIP,SKIP,SKIP,NO_TRADE,SessionFilterLayer: Outside trading session (UTC 2)
2026-02-04 05:20:00,4935.74,FAIL,SKIP,SKIP,SKIP,SKIP,SKIP,NO_TRADE,SessionFilterLayer: Outside trading session (UTC 2)
2026-02-04 05:25:00,4924.08,FAIL,SKIP,SKIP,SKIP,SKIP,SKIP,NO_TRADE,SessionFilterLayer: Outside trading session (UTC 2)
2026-02-04 05:30:00,4929.93,FAIL,SKIP,SKIP,SKIP,SKIP,SKIP,NO_TRADE,SessionFilterLayer: Outside trading session (UTC 2)
2026-02-04 05:35:00,4942.10,FAIL,SKIP,SKIP,SKIP,SKIP,SKIP,NO_TRADE,SessionFilterLayer: Outside trading session (UTC 2)
2026-02-04 05:40:00,4948.74,FAIL,SKIP,SKIP,SKIP,SKIP,SKIP,NO_TRADE,SessionFilterLayer: Outside trading session (UTC 2)
2026-02-04 05:45:00,4941.84,FAIL,SKIP,SKIP,SKIP,SKIP,SKIP,NO_TRADE,SessionFilterLayer: Outside trading session (UTC 2)
2026-02-04 05:50:00,4943.32,FAIL,SKIP,SKIP,SKIP,SKIP,SKIP,NO_TRADE,SessionFilterLayer: Outside trading session (UTC 2)
2026-02-04 05:55:00,4947.36,FAIL,SKIP,SKIP,SKIP,SKIP,SKIP,NO_TRADE,SessionFilterLayer: Outside trading session (UTC 2)
2026-02-04 06:00:00,4957.72,FAIL,SKIP,SKIP,SKIP,SKIP,SKIP,NO_TRADE,SessionFilterLayer: Outside trading session (UTC 3)
2026-02-04 06:05:00,4969.58,FAIL,SKIP,SKIP,SKIP,SKIP,SKIP,NO_TRADE,SessionFilterLayer: Outside trading session (UTC 3)
2026-02-04 06:10:00,4986.98,FAIL,SKIP,SKIP,SKIP,SKIP,SKIP,NO_TRADE,SessionFilterLayer: Outside trading session (UTC 3)
2026-02-04 06:15:00,4995.04,FAIL,SKIP,SKIP,SKIP,SKIP,SKIP,NO_TRADE,SessionFilterLayer: Outside trading session (UTC 3)
2026-02-04 06:20:00,4992.72,FAIL,SKIP,SKIP,SKIP,SKIP,SKIP,NO_TRADE,SessionFilterLayer: Outside trading session (UTC 3)
2026-02-04 06:25:00,4981.09,FAIL,SKIP,SKIP,SKIP,SKIP,SKIP,NO_TRADE,SessionFilterLayer: Outside trading session (UTC 3)
2026-02-04 06:30:00,4980.08,FAIL,SKIP,SKIP,SKIP,SKIP,SKIP,NO_TRADE,SessionFilterLayer: Outside trading session (UTC 3)
2026-02-04 06:35:00,4983.37,FAIL,SKIP,SKIP,SKIP,SKIP,SKIP,NO_TRADE,SessionFilterLayer: Outside trading session (UTC 3)
2026-02-04 06:40:00,4987.06,FAIL,SKIP,SKIP,SKIP,SKIP,SKIP,NO_TRADE,SessionFilterLayer: Outside trading session (UTC 3)
2026-02-04 06:45:00,5003.35,FAIL,SKIP,SKIP,SKIP,SKIP,SKIP,NO_TRADE,SessionFilterLayer: Outside trading session (UTC 3)
2026-02-04 06:50:00,5005.12,FAIL,SKIP,SKIP,SKIP,SKIP,SKIP,NO_TRADE,SessionFilterLayer: Outside trading session (UTC 3)
2026-02-04 06:55:00,5015.77,FAIL,SKIP,SKIP,SKIP,SKIP,SKIP,NO_TRADE,SessionFilterLayer: Outside trading session (UTC 3)
2026-02-04 07:00:00,5014.76,FAIL,SKIP,SKIP,SKIP,SKIP,SKIP,NO_TRADE,SessionFilterLayer: Outside trading session (UTC 4)
2026-02-04 07:05:00,5031.61,FAIL,SKIP,SKIP,SKIP,SKIP,SKIP,NO_TRADE,SessionFilterLayer: Outside trading session (UTC 4)
2026-02-04 07:10:00,5051.46,FAIL,SKIP,SKIP,SKIP,SKIP,SKIP,NO_TRADE,SessionFilterLayer: Outside trading session (UTC 4)
2026-02-04 07:15:00,5047.04,FAIL,SKIP,SKIP,SKIP,SKIP,SKIP,NO_TRADE,SessionFilterLayer: Outside trading session (UTC 4)
2026-02-04 07:20:00,5050.95,FAIL,SKIP,SKIP,SKIP,SKIP,SKIP,NO_TRADE,SessionFilterLayer: Outside trading session (UTC 4)
2026-02-04 07:25:00,5037.51,FAIL,SKIP,SKIP,SKIP,SKIP,SKIP,NO_TRADE,SessionFilterLayer: Outside trading session (UTC 4)
2026-02-04 07:30:00,5029.79,FAIL,SKIP,SKIP,SKIP,SKIP,SKIP,NO_TRADE,SessionFilterLayer: Outside trading session (UTC 4)
2026-02-04 07:35:00,5020.11,FAIL,SKIP,SKIP,SKIP,SKIP,SKIP,NO_TRADE,SessionFilterLayer: Outside trading session (UTC 4)
2026-02-04 07:40:00,5032.52,FAIL,SKIP,SKIP,SKIP,SKIP,SKIP,NO_TRADE,SessionFilterLayer: Outside trading session (UTC 4)
2026-02-04 07:45:00,5048.02,FAIL,SKIP,SKIP,SKIP,SKIP,SKIP,NO_TRADE,SessionFilterLayer: Outside trading session (UTC 4)
2026-02-04 07:50:00,5037.29,FAIL,SKIP,SKIP,SKIP,SKIP,SKIP,NO_TRADE,SessionFilterLayer: Outside trading session (UTC 4)
2026-02-04 07:55:00,5046.90,FAIL,SKIP,SKIP,SKIP,SKIP,SKIP,NO_TRADE,SessionFilterLayer: Outside trading session (UTC 4)
2026-02-04 08:00:00,5058.61,FAIL,SKIP,SKIP,SKIP,SKIP,SKIP,NO_TRADE,SessionFilterLayer: Outside trading session (UTC 5)
2026-02-04 08:05:00,5061.83,FAIL,SKIP,SKIP,SKIP,SKIP,SKIP,NO_TRADE,SessionFilterLayer: Outside trading session (UTC 5)
2026-02-04 08:10:00,5060.09,FAIL,SKIP,SKIP,SKIP,SKIP,SKIP,NO_TRADE,SessionFilterLayer: Outside trading session (UTC 5)
2026-02-04 08:15:00,5061.08,FAIL,SKIP,SKIP,SKIP,SKIP,SKIP,NO_TRADE,SessionFilterLayer: Outside trading session (UTC 5)
2026-02-04 08:20:00,5057.62,FAIL,SKIP,SKIP,SKIP,SKIP,SKIP,NO_TRADE,SessionFilterLayer: Outside trading session (UTC 5)
2026-02-04 08:25:00,5057.91,FAIL,SKIP,SKIP,SKIP,SKIP,SKIP,NO_TRADE,SessionFilterLayer: Outside trading session (UTC 5)
2026-02-04 08:30:00,5044.55,FAIL,SKIP,SKIP,SKIP,SKIP,SKIP,NO_TRADE,SessionFilterLayer: Outside trading session (UTC 5)
2026-02-04 08:35:00,5043.67,FAIL,SKIP,SKIP,SKIP,SKIP,SKIP,NO_TRADE,SessionFilterLayer: Outside trading session (UTC 5)
2026-02-04 08:40:00,5060.97,FAIL,SKIP,SKIP,SKIP,SKIP,SKIP,NO_TRADE,SessionFilterLayer: Outside trading session (UTC 5)
2026-02-04 08:45:00,5059.98,FAIL,SKIP,SKIP,SKIP,SKIP,SKIP,NO_TRADE,SessionFilterLayer: Outside trading session (UTC 5)
2026-02-04 08:50:00,5042.65,FAIL,SKIP,SKIP,SKIP,SKIP,SKIP,NO_TRADE,SessionFilterLayer: Outside trading session (UTC 5)
2026-02-04 08:55:00,5040.61,FAIL,SKIP,SKIP,SKIP,SKIP,SKIP,NO_TRADE,SessionFilterLayer: Outside trading session (UTC 5)
2026-02-04 09:00:00,5048.03,FAIL,SKIP,SKIP,SKIP,SKIP,SKIP,NO_TRADE,SessionFilterLayer: Outside trading session (UTC 6)
2026-02-04 09:05:00,5049.39,FAIL,SKIP,SKIP,SKIP,SKIP,SKIP,NO_TRADE,SessionFilterLayer: Outside trading session (UTC 6)
2026-02-04 09:10:00,5049.59,FAIL,SKIP,SKIP,SKIP,SKIP,SKIP,NO_TRADE,SessionFilterLayer: Outside trading session (UTC 6)
2026-02-04 09:15:00,5046.01,FAIL,SKIP,SKIP,SKIP,SKIP,SKIP,NO_TRADE,SessionFilterLayer: Outside trading session (UTC 6)
2026-02-04 09:20:00,5043.72,FAIL,SKIP,SKIP,SKIP,SKIP,SKIP,NO_TRADE,SessionFilterLayer: Outside trading session (UTC 6)
2026-02-04 09:25:00,5051.91,FAIL,SKIP,SKIP,SKIP,SKIP,SKIP,NO_TRADE,SessionFilterLayer: Outside trading session (UTC 6)
2026-02-04 09:30:00,5062.22,FAIL,SKIP,SKIP,SKIP,SKIP,SKIP,NO_TRADE,SessionFilterLayer: Outside trading session (UTC 6)
2026-02-04 09:35:00,5070.54,FAIL,SKIP,SKIP,SKIP,SKIP,SKIP,NO_TRADE,SessionFilterLayer: Outside trading session (UTC 6)
2026-02-04 09:40:00,5062.79,FAIL,SKIP,SKIP,SKIP,SKIP,SKIP,NO_TRADE,SessionFilterLayer: Outside trading session (UTC 6)
2026-02-04 09:45:00,5064.63,FAIL,SKIP,SKIP,SKIP,SKIP,SKIP,NO_TRADE,SessionFilterLayer: Outside trading session (UTC 6)
2026-02-04 09:50:00,5072.52,FAIL,SKIP,SKIP,SKIP,SKIP,SKIP,NO_TRADE,SessionFilterLayer: Outside trading session (UTC 6)
2026-02-04 09:55:00,5070.20,FAIL,SKIP,SKIP,SKIP,SKIP,SKIP,NO_TRADE,SessionFilterLayer: Outside trading session (UTC 6)
2026-02-04 10:00:00,5065.16,FAIL,SKIP,SKIP,SKIP,SKIP,SKIP,NO_TRADE,SessionFilterLayer: Outside trading session (UTC 7)
2026-02-04 10:05:00,5064.25,FAIL,SKIP,SKIP,SKIP,SKIP,SKIP,NO_TRADE,SessionFilterLayer: Outside trading session (UTC 7)
2026-02-04 10:10:00,5072.74,FAIL,SKIP,SKIP,SKIP,SKIP,SKIP,NO_TRADE,SessionFilterLayer: Outside trading session (UTC 7)
2026-02-04 10:15:00,5067.60,FAIL,SKIP,SKIP,SKIP,SKIP,SKIP,NO_TRADE,SessionFilterLayer: Outside trading session (UTC 7)
2026-02-04 10:20:00,5062.16,FAIL,SKIP,SKIP,SKIP,SKIP,SKIP,NO_TRADE,SessionFilterLayer: Outside trading session (UTC 7)
2026-02-04 10:25:00,5062.08,FAIL,SKIP,SKIP,SKIP,SKIP,SKIP,NO_TRADE,SessionFilterLayer: Outside trading session (UTC 7)
2026-02-04 10:30:00,5064.75,FAIL,SKIP,SKIP,SKIP,SKIP,SKIP,NO_TRADE,SessionFilterLayer: Outside trading session (UTC 7)
2026-02-04 10:35:00,5071.63,FAIL,SKIP,SKIP,SKIP,SKIP,SKIP,NO_TRADE,SessionFilterLayer: Outside trading session (UTC 7)
2026-02-04 10:40:00,5072.04,FAIL,SKIP,SKIP,SKIP,SKIP,SKIP,NO_TRADE,SessionFilterLayer: Outside trading session (UTC 7)
2026-02-04 10:45:00,5076.94,FAIL,SKIP,SKIP,SKIP,SKIP,SKIP,NO_TRADE,SessionFilterLayer: Outside trading session (UTC 7)
2026-02-04 10:50:00,5079.12,FAIL,SKIP,SKIP,SKIP,SKIP,SKIP,NO_TRADE,SessionFilterLayer: Outside trading session (UTC 7)
2026-02-04 10:55:00,5080.76,FAIL,SKIP,SKIP,SKIP,SKIP,SKIP,NO_TRADE,SessionFilterLayer: Outside trading session (UTC 7)
2026-02-04 11:00:00,5079.87,PASS,FAIL,SKIP,SKIP,SKIP,SKIP,NO_TRADE,H1StructuralBiasLayer: H1 Bias weak (0/2)
2026-02-04 11:05:00,5083.36,PASS,FAIL,SKIP,SKIP,SKIP,SKIP,NO_TRADE,H1StructuralBiasLayer: H1 Bias weak (0/2)
2026-02-04 11:10:00,5083.19,PASS,FAIL,SKIP,SKIP,SKIP,SKIP,NO_TRADE,H1StructuralBiasLayer: H1 Bias weak (0/2)
2026-02-04 11:15:00,5081.60,PASS,FAIL,SKIP,SKIP,SKIP,SKIP,NO_TRADE,H1StructuralBiasLayer: H1 Bias weak (0/2)
2026-02-04 11:20:00,5079.97,PASS,FAIL,SKIP,SKIP,SKIP,SKIP,NO_TRADE,H1StructuralBiasLayer: H1 Bias weak (0/2)
2026-02-04 11:25:00,5080.39,PASS,FAIL,SKIP,SKIP,SKIP,SKIP,NO_TRADE,H1StructuralBiasLayer: H1 Bias weak (0/2)
2026-02-04 11:30:00,5075.87,PASS,FAIL,SKIP,SKIP,SKIP,SKIP,NO_TRADE,H1StructuralBiasLayer: H1 Bias weak (0/2)
2026-02-04 11:35:00,5077.32,PASS,FAIL,SKIP,SKIP,SKIP,SKIP,NO_TRADE,H1StructuralBiasLayer: H1 Bias weak (0/2)
2026-02-04 11:40:00,5081.05,PASS,FAIL,SKIP,SKIP,SKIP,SKIP,NO_TRADE,H1StructuralBiasLayer: H1 Bias weak (0/2)
2026-02-04 11:45:00,5088.94,PASS,FAIL,SKIP,SKIP,SKIP,SKIP,NO_TRADE,H1StructuralBiasLayer: H1 Bias weak (0/2)
2026-02-04 11:50:00,5087.20,PASS,FAIL,SKIP,SKIP,SKIP,SKIP,NO_TRADE,H1StructuralBiasLayer: H1 Bias weak (0/2)
2026-02-04 11:55:00,5079.51,PASS,FAIL,SKIP,SKIP,SKIP,SKIP,NO_TRADE,H1StructuralBiasLayer: H1 Bias weak (0/2)
2026-02-04 12:00:00,5079.98,PASS,FAIL,SKIP,SKIP,SKIP,SKIP,NO_TRADE,H1StructuralBiasLayer: H1 Bias weak (0/2)
2026-02-04 12:05:00,5064.51,PASS,FAIL,SKIP,SKIP,SKIP,SKIP,NO_TRADE,H1StructuralBiasLayer: H1 Bias weak (0/2)
2026-02-04 12:10:00,5059.50,PASS,FAIL,SKIP,SKIP,SKIP,SKIP,NO_TRADE,H1StructuralBiasLayer: H1 Bias weak (0/2)
2026-02-04 12:15:00,5065.66,PASS,FAIL,SKIP,SKIP,SKIP,SKIP,NO_TRADE,H1StructuralBiasLayer: H1 Bias weak (0/2)
2026-02-04 12:20:00,5057.42,PASS,FAIL,SKIP,SKIP,SKIP,SKIP,NO_TRADE,H1StructuralBiasLayer: H1 Bias weak (0/2)
2026-02-04 12:25:00,5054.55,PASS,FAIL,SKIP,SKIP,SKIP,SKIP,NO_TRADE,H1StructuralBiasLayer: H1 Bias weak (0/2)
2026-02-04 12:30:00,5060.85,PASS,FAIL,SKIP,SKIP,SKIP,SKIP,NO_TRADE,H1StructuralBiasLayer: H1 Bias weak (0/2)
2026-02-04 12:35:00,5065.72,PASS,FAIL,SKIP,SKIP,SKIP,SKIP,NO_TRADE,H1StructuralBiasLayer: H1 Bias weak (0/2)
2026-02-04 12:40:00,5070.83,PASS,FAIL,SKIP,SKIP,SKIP,SKIP,NO_TRADE,H1StructuralBiasLayer: H1 Bias weak (0/2)
2026-02-04 12:45:00,5075.58,PASS,FAIL,SKIP,SKIP,SKIP,SKIP,NO_TRADE,H1StructuralBiasLayer: H1 Bias weak (0/2)
2026-02-04 12:50:00,5074.12,PASS,FAIL,SKIP,SKIP,SKIP,SKIP,NO_TRADE,H1StructuralBiasLayer: H1 Bias weak (0/2)
2026-02-04 12:55:00,5077.07,PASS,FAIL,SKIP,SKIP,SKIP,SKIP,NO_TRADE,H1StructuralBiasLayer: H1 Bias weak (0/2)
2026-02-04 13:00:00,5070.57,PASS,FAIL,SKIP,SKIP,SKIP,SKIP,NO_TRADE,H1StructuralBiasLayer: H1 Bias weak (1/2)
2026-02-04 13:05:00,5065.07,PASS,FAIL,SKIP,SKIP,SKIP,SKIP,NO_TRADE,H1StructuralBiasLayer: H1 Bias weak (1/2)
2026-02-04 13:10:00,5063.30,PASS,FAIL,SKIP,SKIP,SKIP,SKIP,NO_TRADE,H1StructuralBiasLayer: H1 Bias weak (1/2)
2026-02-04 13:15:00,5068.45,PASS,FAIL,SKIP,SKIP,SKIP,SKIP,NO_TRADE,H1StructuralBiasLayer: H1 Bias weak (1/2)
2026-02-04 13:20:00,5081.63,PASS,FAIL,SKIP,SKIP,SKIP,SKIP,NO_TRADE,H1StructuralBiasLayer: H1 Bias weak (1/2)
2026-02-04 13:25:00,5089.85,PASS,FAIL,SKIP,SKIP,SKIP,SKIP,NO_TRADE,H1StructuralBiasLayer: H1 Bias weak (1/2)
2026-02-04 13:30:00,5073.77,PASS,FAIL,SKIP,SKIP,SKIP,SKIP,NO_TRADE,H1StructuralBiasLayer: H1 Bias weak (1/2)
2026-02-04 13:35:00,5071.60,PASS,FAIL,SKIP,SKIP,SKIP,SKIP,NO_TRADE,H1StructuralBiasLayer: H1 Bias weak (1/2)
2026-02-04 13:40:00,5080.74,PASS,FAIL,SKIP,SKIP,SKIP,SKIP,NO_TRADE,H1StructuralBiasLayer: H1 Bias weak (1/2)
2026-02-04 13:45:00,5083.05,PASS,FAIL,SKIP,SKIP,SKIP,SKIP,NO_TRADE,H1StructuralBiasLayer: H1 Bias weak (1/2)
2026-02-04 13:50:00,5089.41,PASS,FAIL,SKIP,SKIP,SKIP,SKIP,NO_TRADE,H1StructuralBiasLayer: H1 Bias weak (1/2)
2026-02-04 13:55:00,5084.87,PASS,FAIL,SKIP,SKIP,SKIP,SKIP,NO_TRADE,H1StructuralBiasLayer: H1 Bias weak (1/2)
2026-02-04 14:00:00,5079.75,PASS,FAIL,SKIP,SKIP,SKIP,SKIP,NO_TRADE,H1StructuralBiasLayer: H1 Bias weak (0/2)
2026-02-04 14:05:00,5085.89,PASS,FAIL,SKIP,SKIP,SKIP,SKIP,NO_TRADE,H1StructuralBiasLayer: H1 Bias weak (0/2)
2026-02-04 14:10:00,5077.65,PASS,FAIL,SKIP,SKIP,SKIP,SKIP,NO_TRADE,H1StructuralBiasLayer: H1 Bias weak (0/2)
2026-02-04 14:15:00,5087.10,PASS,FAIL,SKIP,SKIP,SKIP,SKIP,NO_TRADE,H1StructuralBiasLayer: H1 Bias weak (0/2)
2026-02-04 14:20:00,5082.76,PASS,FAIL,SKIP,SKIP,SKIP,SKIP,NO_TRADE,H1StructuralBiasLayer: H1 Bias weak (0/2)
2026-02-04 14:25:00,5084.04,PASS,FAIL,SKIP,SKIP,SKIP,SKIP,NO_TRADE,H1StructuralBiasLayer: H1 Bias weak (0/2)
2026-02-04 14:30:00,5072.80,PASS,FAIL,SKIP,SKIP,SKIP,SKIP,NO_TRADE,H1StructuralBiasLayer: H1 Bias weak (0/2)
2026-02-04 14:35:00,5078.93,PASS,FAIL,SKIP,SKIP,SKIP,SKIP,NO_TRADE,H1StructuralBiasLayer: H1 Bias weak (0/2)
2026-02-04 14:40:00,5079.31,PASS,FAIL,SKIP,SKIP,SKIP,SKIP,NO_TRADE,H1StructuralBiasLayer: H1 Bias weak (0/2)
2026-02-04 14:45:00,5080.89,PASS,FAIL,SKIP,SKIP,SKIP,SKIP,NO_TRADE,H1StructuralBiasLayer: H1 Bias weak (0/2)
2026-02-04 14:50:00,5078.44,PASS,FAIL,SKIP,SKIP,SKIP,SKIP,NO_TRADE,H1StructuralBiasLayer: H1 Bias weak (0/2)
2026-02-04 14:55:00,5083.67,PASS,FAIL,SKIP,SKIP,SKIP,SKIP,NO_TRADE,H1StructuralBiasLayer: H1 Bias weak (0/2)
2026-02-04 15:00:00,5081.58,PASS,PASS,PASS,PASS,FAIL,SKIP,NO_TRADE,MicrostructureShiftLayer: No microstructure shift detected
2026-02-04 15:05:00,5075.58,PASS,PASS,PASS,FAIL,SKIP,SKIP,NO_TRADE,LiquidityEventLayer: No liquidity event detected
2026-02-04 15:10:00,5069.37,PASS,PASS,PASS,PASS,PASS,PASS,TRADE_ALLOWED,All Layers Passed
2026-02-04 15:15:00,5062.39,PASS,PASS,PASS,PASS,PASS,PASS,TRADE_ALLOWED,All Layers Passed
2026-02-04 15:20:00,5064.92,PASS,PASS,PASS,PASS,FAIL,SKIP,NO_TRADE,MicrostructureShiftLayer: No microstructure shift detected
2026-02-04 15:25:00,5057.16,PASS,PASS,PASS,FAIL,SKIP,SKIP,NO_TRADE,LiquidityEventLayer: No liquidity event detected
2026-02-04 15:30:00,5050.92,PASS,PASS,PASS,PASS,PASS,FAIL,NO_TRADE,DisplacementLayer: Weak displacement (Ratio: 0.44)
2026-02-04 15:35:00,5058.48,PASS,PASS,PASS,FAIL,SKIP,SKIP,NO_TRADE,LiquidityEventLayer: No liquidity event detected
2026-02-04 15:40:00,5057.59,PASS,PASS,PASS,FAIL,SKIP,SKIP,NO_TRADE,LiquidityEventLayer: No liquidity event detected
2026-02-04 15:45:00,5055.76,PASS,PASS,PASS,FAIL,SKIP,SKIP,NO_TRADE,LiquidityEventLayer: No liquidity event detected
2026-02-04 15:50:00,5061.49,PASS,PASS,PASS,FAIL,SKIP,SKIP,NO_TRADE,LiquidityEventLayer: No liquidity event detected
2026-02-04 15:55:00,5060.10,PASS,PASS,PASS,FAIL,SKIP,SKIP,NO_TRADE,LiquidityEventLayer: No liquidity event detected
2026-02-04 16:00:00,5051.64,PASS,PASS,PASS,FAIL,SKIP,SKIP,NO_TRADE,LiquidityEventLayer: No liquidity event detected
2026-02-04 16:05:00,5053.48,PASS,PASS,PASS,FAIL,SKIP,SKIP,NO_TRADE,LiquidityEventLayer: No liquidity event detected
2026-02-04 16:10:00,5054.10,PASS,PASS,PASS,FAIL,SKIP,SKIP,NO_TRADE,LiquidityEventLayer: No liquidity event detected
2026-02-04 16:15:00,5051.47,PASS,PASS,PASS,PASS,PASS,FAIL,NO_TRADE,DisplacementLayer: Weak displacement (Ratio: 0.28)
2026-02-04 16:20:00,5043.00,PASS,PASS,PASS,PASS,PASS,PASS,TRADE_ALLOWED,All Layers Passed
2026-02-04 16:25:00,5043.57,PASS,PASS,PASS,PASS,FAIL,SKIP,NO_TRADE,MicrostructureShiftLayer: No microstructure shift detected
2026-02-04 16:30:00,5055.15,PASS,PASS,PASS,FAIL,SKIP,SKIP,NO_TRADE,LiquidityEventLayer: No liquidity event detected
2026-02-04 16:35:00,5055.62,PASS,PASS,PASS,PASS,FAIL,SKIP,NO_TRADE,MicrostructureShiftLayer: No microstructure shift detected
2026-02-04 16:40:00,5059.94,PASS,PASS,PASS,PASS,PASS,FAIL,NO_TRADE,DisplacementLayer: Weak displacement (Ratio: 0.49)
2026-02-04 16:45:00,5053.63,PASS,PASS,PASS,FAIL,SKIP,SKIP,NO_TRADE,LiquidityEventLayer: No liquidity event detected
2026-02-04 16:50:00,5053.35,PASS,PASS,PASS,FAIL,SKIP,SKIP,NO_TRADE,LiquidityEventLayer: No liquidity event detected
2026-02-04 16:55:00,5048.66,PASS,PASS,PASS,FAIL,SKIP,SKIP,NO_TRADE,LiquidityEventLayer: No liquidity event detected
2026-02-04 17:00:00,5049.33,PASS,FAIL,SKIP,SKIP,SKIP,SKIP,NO_TRADE,H1StructuralBiasLayer: H1 Bias weak (0/2)
2026-02-04 17:05:00,5047.99,PASS,FAIL,SKIP,SKIP,SKIP,SKIP,NO_TRADE,H1StructuralBiasLayer: H1 Bias weak (0/2)
2026-02-04 17:10:00,5042.52,PASS,FAIL,SKIP,SKIP,SKIP,SKIP,NO_TRADE,H1StructuralBiasLayer: H1 Bias weak (0/2)
2026-02-04 17:15:00,5029.95,PASS,FAIL,SKIP,SKIP,SKIP,SKIP,NO_TRADE,H1StructuralBiasLayer: H1 Bias weak (0/2)
2026-02-04 17:20:00,5031.41,PASS,FAIL,SKIP,SKIP,SKIP,SKIP,NO_TRADE,H1StructuralBiasLayer: H1 Bias weak (0/2)
2026-02-04 17:25:00,5023.97,PASS,FAIL,SKIP,SKIP,SKIP,SKIP,NO_TRADE,H1StructuralBiasLayer: H1 Bias weak (0/2)
2026-02-04 17:30:00,5033.23,PASS,FAIL,SKIP,SKIP,SKIP,SKIP,NO_TRADE,H1StructuralBiasLayer: H1 Bias weak (0/2)
2026-02-04 17:35:00,5038.56,PASS,FAIL,SKIP,SKIP,SKIP,SKIP,NO_TRADE,H1StructuralBiasLayer: H1 Bias weak (0/2)
2026-02-04 17:40:00,5032.44,PASS,FAIL,SKIP,SKIP,SKIP,SKIP,NO_TRADE,H1StructuralBiasLayer: H1 Bias weak (0/2)
2026-02-04 17:45:00,5039.29,PASS,FAIL,SKIP,SKIP,SKIP,SKIP,NO_TRADE,H1StructuralBiasLayer: H1 Bias weak (0/2)
2026-02-04 17:50:00,5045.33,PASS,FAIL,SKIP,SKIP,SKIP,SKIP,NO_TRADE,H1StructuralBiasLayer: H1 Bias weak (0/2)
2026-02-04 17:55:00,5047.55,PASS,FAIL,SKIP,SKIP,SKIP,SKIP,NO_TRADE,H1StructuralBiasLayer: H1 Bias weak (0/2)
2026-02-04 18:00:00,5048.21,PASS,FAIL,SKIP,SKIP,SKIP,SKIP,NO_TRADE,H1StructuralBiasLayer: H1 Bias weak (0/2)
2026-02-04 18:05:00,5041.21,PASS,FAIL,SKIP,SKIP,SKIP,SKIP,NO_TRADE,H1StructuralBiasLayer: H1 Bias weak (0/2)
2026-02-04 18:10:00,5045.34,PASS,FAIL,SKIP,SKIP,SKIP,SKIP,NO_TRADE,H1StructuralBiasLayer: H1 Bias weak (0/2)
